"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"616338","5594","5594","5594","0","0","0","","",""
"617296","5610","5610","5610","","","","0","0","0"
"617338","5604","5604","5604","0","0","0","","",""
"618296","5620","5620","5620","","","","0","0","0"
"618338","5611","5611","5611","0","0","0","","",""
"619296","5629","5629","5629","","","","0","0","0"
"619338","5621","5621","5621","0","0","0","","",""
"620296","5637","5637","5637","","","","0","0","0"
"620338","5630","5630","5630","0","0","0","","",""
"621296","5644","5644","5644","","","","0","0","0"
"621338","5638","5638","5638","0","0","0","","",""
"621440","5645","5645","5645","","","","0","0","0"
"622338","5646","5646","5646","0","0","0","","",""
"622440","5649","5649","5649","","","","0","0","0"
"623338","5650","5650","5650","0","0","0","","",""
"623440","5657","5657","5657","","","","0","0","0"
"624338","5658","5658","5658","0","0","0","","",""
"624440","5662","5662","5662","","","","0","0","0"
"624506","5659","5659","5659","0","0","0","","",""
"625440","5672","5672","5672","","","","0","0","0"
"625506","5663","5663","5663","1","1","1","","",""
"626440","5682","5682","5682","","","","0","0","0"
"626506","5673","5673","5673","0","0","0","","",""
"627440","5693","5693","5693","","","","0","0","0"
"627506","5683","5683","5683","0","0","0","","",""
"627595","5684","5684","5684","1","1","1","","",""
"628440","5698","5698","5698","","","","0","0","0"
"628595","5694","5694","5694","0","0","0","","",""
"628641","5695","5695","5695","0","0","0","","",""
"629440","5708","5708","5708","","","","0","0","0"
"629545","5709","5709","5709","","","","1","1","1"
"629641","5699","5699","5699","0","0","0","","",""
"630545","5720","5720","5720","","","","0","0","0"
"630641","5710","5710","5710","0","0","0","","",""
"630650","5711","5711","5711","0","0","0","","",""
"631545","5728","5728","5728","","","","0","0","0"
"631650","5721","5721","5721","0","0","0","","",""
"631798","5722","5722","5722","2","2","2","","",""
"632545","5738","5738","5738","","","","0","0","0"
"632798","5729","5729","5729","0","0","0","","",""
"633545","5745","5745","5745","","","","0","0","0"
"633798","5739","5739","5739","1","1","1","","",""
"634545","5755","5755","5755","","","","0","0","0"
"634581","5756","5756","5756","","","","0","0","0"
"634798","5746","5746","5746","1","1","1","","",""
"635581","5763","5763","5763","","","","0","0","0"
"635798","5757","5757","5757","0","0","0","","",""
"635981","5770","5770","5770","","","","1","1","1"
"636005","5771","5771","5771","","","","2","2","2"
"636143","5772","5772","5772","","","","0","0","0"
"636798","5764","5764","5764","0","0","0","","",""
"637143","5782","5782","5782","","","","0","0","0"
"637798","5773","5773","5773","0","0","0","","",""
"638143","5787","5787","5787","","","","0","0","0"
"638374","5783","5783","5783","0","0","0","","",""
"639143","5794","5794","5794","","","","0","0","0"
"639170","5795","5795","5795","","","","1","1","1"
"639374","5788","5788","5788","0","0","0","","",""
"640170","5807","5807","5807","","","","0","0","0"
"640374","5796","5796","5796","0","0","0","","",""
"640472","5797","5797","5797","1","1","1","","",""
"640563","5798","5798","5798","0","0","0","","",""
"641170","5816","5816","5816","","","","0","0","0"
"641563","5808","5808","5808","0","0","0","","",""
"642170","5826","5826","5826","","","","0","0","0"
"642563","5817","5817","5817","0","0","0","","",""
"643170","5836","5836","5836","","","","0","0","0"
"643563","5827","5827","5827","0","0","0","","",""
"644170","5843","5843","5843","","","","0","0","0"
"644563","5837","5837","5837","0","0","0","","",""
"645170","5854","5854","5854","","","","0","0","0"
"645563","5844","5844","5844","0","0","0","","",""
"645585","5845","5845","5845","1","1","1","","",""
"646170","5864","5864","5864","","","","0","0","0"
"646585","5855","5855","5855","0","0","0","","",""
"647170","5874","5874","5874","","","","0","0","0"
"647585","5865","5865","5865","0","0","0","","",""
"648170","5875","5875","5875","","","","1","1","1"
"648200","5882","5882","5882","","","","0","0","0"
"648229","5883","5883","5883","","","","1","1","1"
"648585","5876","5876","5876","1","1","1","","",""
"649221","5884","5884","5884","0","0","0","","",""
"649229","5888","5888","5888","","","","0","0","0"
"650221","5885","5885","5885","2","2","2","","",""
"650229","5889","5889","5889","","","","1","1","1"
"651221","5890","5890","5890","0","0","0","","",""
"651229","5894","5894","5894","","","","0","0","0"
"652221","5895","5895","5895","1","1","1","","",""
"652229","5902","5902","5902","","","","1","1","1"
"652251","5896","5896","5896","0","0","0","","",""
"653229","5907","5907","5907","","","","0","0","0"
"653251","5903","5903","5903","0","0","0","","",""
"653450","5908","5908","5908","0","0","0","","",""
"654229","5911","5911","5911","","","","0","0","0"
"654450","5912","5912","5912","0","0","0","","",""
"655229","5916","5916","5916","","","","0","0","0"
"655450","5917","5917","5917","0","0","0","","",""
"655848","5918","5918","5918","1","1","1","","",""
"656229","5924","5924","5924","","","","0","0","0"
"656848","5925","5925","5925","0","0","0","","",""
"657229","5934","5934","5934","","","","0","0","0"
"657359","5935","5935","5935","","","","1","1","1"
"657848","5936","5936","5936","0","0","0","","",""
"658359","5940","5940","5940","","","","0","0","0"
"658848","5941","5941","5941","0","0","0","","",""
"659359","5949","5949","5949","","","","1","1","1"
"659650","5954","5954","5954","","","","0","0","0"
"659848","5950","5950","5950","0","0","0","","",""
"660650","5961","5961","5961","","","","0","0","0"
"660848","5955","5955","5955","0","0","0","","",""
"661650","5971","5971","5971","","","","0","0","0"
"661666","5972","5972","5972","","","","0","0","0"
"661848","5962","5962","5962","0","0","0","","",""
"662666","5979","5979","5979","","","","0","0","0"
"662848","5973","5973","5973","0","0","0","","",""
"663666","5986","5986","5986","","","","0","0","0"
"663848","5980","5980","5980","0","0","0","","",""
"664666","5991","5991","5991","","","","0","0","0"
"664848","5987","5987","5987","1","1","1","","",""
"664869","5992","5992","5992","","","","0","0","0"
"665848","5993","5993","5993","0","0","0","","",""
"665869","6002","6002","6002","","","","0","0","0"
"666049","6003","6003","6003","","","","0","0","0"
"666848","6004","6004","6004","0","0","0","","",""
"667049","6008","6008","6008","","","","0","0","0"
"667068","6009","6009","6009","","","","0","0","0"
"667439","6005","6005","6005","2","2","2","","",""
"668068","6019","6019","6019","","","","0","0","0"
"668439","6010","6010","6010","0","0","0","","",""
"669068","6029","6029","6029","","","","0","0","0"
"669083","6030","6030","6030","","","","0","0","0"
"669439","6020","6020","6020","0","0","0","","",""
"670083","6037","6037","6037","","","","0","0","0"
"670439","6031","6031","6031","0","0","0","","",""
"671083","6047","6047","6047","","","","0","0","0"
"671439","6038","6038","6038","0","0","0","","",""
"672083","6054","6054","6054","","","","0","0","0"
"672439","6048","6048","6048","0","0","0","","",""
"673083","6065","6065","6065","","","","0","0","0"
"673439","6055","6055","6055","0","0","0","","",""
"673791","6056","6056","6056","0","0","0","","",""
"673885","6066","6066","6066","0","0","0","","",""
"673925","6067","6067","6067","1","1","1","","",""
"673995","6068","6068","6068","0","0","0","","",""
"674083","6074","6074","6074","","","","0","0","0"
"674995","6075","6075","6075","0","0","0","","",""
"675083","6082","6082","6082","","","","0","0","0"
"675178","6083","6083","6083","","","","0","0","0"
"675318","6076","6076","6076","1","1","1","","",""
"676178","6095","6095","6095","","","","0","0","0"
"676318","6084","6084","6084","0","0","0","","",""
"676362","6085","6085","6085","2","2","2","","",""
"676394","6086","6086","6086","1","1","1","","",""
"677178","6100","6100","6100","","","","0","0","0"
"677394","6096","6096","6096","0","0","0","","",""
"678178","6104","6104","6104","","","","0","0","0"
"678394","6101","6101","6101","0","0","0","","",""
"679178","6114","6114","6114","","","","0","0","0"
"679394","6105","6105","6105","0","0","0","","",""
"680178","6125","6125","6125","","","","0","0","0"
"680376","6126","6126","6126","","","","0","0","0"
"680394","6115","6115","6115","0","0","0","","",""
"680407","6116","6116","6116","0","0","0","","",""
"681376","6134","6134","6134","","","","0","0","0"
"681407","6127","6127","6127","0","0","0","","",""
"681441","6128","6128","6128","0","0","0","","",""
"682376","6143","6143","6143","","","","0","0","0"
"682441","6135","6135","6135","0","0","0","","",""
"682568","6136","6136","6136","1","1","1","","",""
"682607","6137","6137","6137","0","0","0","","",""
"683376","6151","6151","6151","","","","0","0","0"
"683607","6144","6144","6144","0","0","0","","",""
"684376","6159","6159","6159","","","","0","0","0"
"684607","6152","6152","6152","0","0","0","","",""
"684704","6153","6153","6153","0","0","0","","",""
"685376","6166","6166","6166","","","","0","0","0"
"685399","6167","6167","6167","","","","1","1","1"
"685704","6160","6160","6160","2","2","2","","",""
"686399","6174","6174","6174","","","","0","0","0"
"686448","6175","6175","6175","","","","0","0","0"
"686704","6168","6168","6168","0","0","0","","",""
"687448","6185","6185","6185","","","","0","0","0"
"687704","6176","6176","6176","0","0","0","","",""
"688448","6195","6195","6195","","","","0","0","0"
"688704","6186","6186","6186","0","0","0","","",""
"689448","6205","6205","6205","","","","0","0","0"
"689704","6196","6196","6196","0","0","0","","",""
"690448","6209","6209","6209","","","","0","0","0"
"690538","6210","6210","6210","","","","1","1","1"
"690704","6206","6206","6206","0","0","0","","",""
"690810","6211","6211","6211","","","","1","1","1"
"690979","6212","6212","6212","","","","0","0","0"
"691704","6213","6213","6213","0","0","0","","",""
"691979","6222","6222","6222","","","","0","0","0"
"692704","6223","6223","6223","0","0","0","","",""
"692979","6230","6230","6230","","","","0","0","0"
"693007","6231","6231","6231","","","","0","0","0"
"693195","6232","6232","6232","","","","1","1","1"
"693196","6224","6224","6224","0","0","0","","",""
"693366","6239","6239","6239","","","","1","1","1"
"693390","6240","6240","6240","","","","0","0","0"
"693450","6241","6241","6241","","","","0","0","0"
"694196","6233","6233","6233","0","0","0","","",""
"694295","6242","6242","6242","0","0","0","","",""
"694450","6247","6247","6247","","","","0","0","0"
"695295","6243","6243","6243","0","0","0","","",""
"695450","6257","6257","6257","","","","0","0","0"
"696295","6248","6248","6248","0","0","0","","",""
"696450","6264","6264","6264","","","","0","0","0"
"697295","6258","6258","6258","0","0","0","","",""
"697450","6274","6274","6274","","","","0","0","0"
"698295","6265","6265","6265","0","0","0","","",""
"698450","6278","6278","6278","","","","0","0","0"
"699295","6275","6275","6275","1","1","1","","",""
"699450","6283","6283","6283","","","","0","0","0"
"700295","6279","6279","6279","0","0","0","","",""
"700450","6293","6293","6293","","","","0","0","0"
"700729","6294","6294","6294","","","","0","0","0"
"701295","6284","6284","6284","0","0","0","","",""
"701729","6301","6301","6301","","","","0","0","0"
"702295","6295","6295","6295","0","0","0","","",""
"702729","6306","6306","6306","","","","0","0","0"
"703201","6307","6307","6307","","","","1","1","1"
"703295","6302","6302","6302","0","0","0","","",""
"704201","6316","6316","6316","","","","0","0","0"
"704295","6308","6308","6308","0","0","0","","",""
"705056","6321","6321","6321","","","","1","1","1"
"705295","6317","6317","6317","0","0","0","","",""
"706056","6328","6328","6328","","","","0","0","0"
"706295","6322","6322","6322","0","0","0","","",""
"707056","6338","6338","6338","","","","0","0","0"
"707295","6329","6329","6329","0","0","0","","",""
"708056","6348","6348","6348","","","","0","0","0"
"708295","6339","6339","6339","0","0","0","","",""
"709056","6359","6359","6359","","","","0","0","0"
"709295","6349","6349","6349","0","0","0","","",""
"709348","6350","6350","6350","0","0","0","","",""
"710056","6363","6363","6363","","","","0","0","0"
"710348","6360","6360","6360","0","0","0","","",""
"711056","6374","6374","6374","","","","0","0","0"
"711348","6364","6364","6364","0","0","0","","",""
"711371","6365","6365","6365","0","0","0","","",""
"712056","6384","6384","6384","","","","0","0","0"
"712268","6385","6385","6385","","","","1","1","1"
"712371","6375","6375","6375","0","0","0","","",""
"713268","6392","6392","6392","","","","0","0","0"
"713371","6386","6386","6386","0","0","0","","",""
"714268","6399","6399","6399","","","","0","0","0"
"714371","6393","6393","6393","0","0","0","","",""
"715268","6409","6409","6409","","","","0","0","0"
"715371","6400","6400","6400","0","0","0","","",""
"716268","6417","6417","6417","","","","0","0","0"
"716371","6410","6410","6410","0","0","0","","",""
"716516","6411","6411","6411","1","1","1","","",""
"717268","6424","6424","6424","","","","0","0","0"
"717516","6418","6418","6418","0","0","0","","",""
"718268","6429","6429","6429","","","","0","0","0"
"718516","6425","6425","6425","0","0","0","","",""
"719268","6436","6436","6436","","","","0","0","0"
"719374","6437","6437","6437","","","","0","0","0"
"719516","6430","6430","6430","0","0","0","","",""
"720374","6447","6447","6447","","","","0","0","0"
"720516","6438","6438","6438","0","0","0","","",""
"721374","6452","6452","6452","","","","0","0","0"
"721516","6448","6448","6448","0","0","0","","",""
"722374","6461","6461","6461","","","","0","0","0"
"722516","6453","6453","6453","0","0","0","","",""
"722735","6454","6454","6454","0","0","0","","",""
"722871","6455","6455","6455","0","0","0","","",""
"723374","6466","6466","6466","","","","0","0","0"
"723871","6462","6462","6462","1","1","1","","",""
"723955","6463","6463","6463","0","0","0","","",""
"724374","6476","6476","6476","","","","0","0","0"
"724955","6467","6467","6467","1","1","1","","",""
"725374","6486","6486","6486","","","","0","0","0"
"725955","6477","6477","6477","0","0","0","","",""
"726374","6496","6496","6496","","","","1","1","1"
"726388","6497","6497","6497","","","","0","0","0"
"726399","6498","6498","6498","","","","1","1","1"
"726403","6487","6487","6487","0","0","0","","",""
"727399","6503","6503","6503","","","","0","0","0"
"727403","6499","6499","6499","0","0","0","","",""
