"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"1459365","12771","12771","12771","0","0","0","","",""
"1459579","12779","12779","12779","","","","0","0","0"
"1459580","12772","12772","12772","0","0","0","","",""
"1459595","12773","12773","12773","0","0","0","","",""
"1460579","12790","12790","12790","","","","0","0","0"
"1460595","12780","12780","12780","0","0","0","","",""
"1460772","12791","12791","12791","","","","11","11","11"
"1460861","12781","12781","12781","0","0","0","","",""
"1461098","12792","12792","12792","","","","0","0","0"
"1461861","12793","12793","12793","0","0","0","","",""
"1462098","12796","12796","12796","","","","0","0","0"
"1462519","12797","12797","12797","0","0","0","","",""
"1463098","12802","12802","12802","","","","1","1","1"
"1463111","12803","12803","12803","","","","0","0","0"
"1463146","12798","12798","12798","0","0","0","","",""
"1464111","12813","12813","12813","","","","0","0","0"
"1464146","12804","12804","12804","0","0","0","","",""
"1464489","12814","12814","12814","11","11","11","","",""
"1464625","12815","12815","12815","11","11","11","","",""
"1465111","12824","12824","12824","","","","0","0","0"
"1465625","12825","12825","12825","0","0","0","","",""
"1466111","12831","12831","12831","","","","0","0","0"
"1466625","12832","12832","12832","0","0","0","","",""
"1467111","12841","12841","12841","","","","0","0","0"
"1467625","12842","12842","12842","0","0","0","","",""
"1468111","12850","12850","12850","","","","0","0","0"
"1468625","12851","12851","12851","0","0","0","","",""
"1469111","12860","12860","12860","","","","1","1","1"
"1469625","12861","12861","12861","0","0","0","","",""
"1469744","12862","12862","12862","0","0","0","","",""
"1470111","12871","12871","12871","","","","0","0","0"
"1470744","12872","12872","12872","0","0","0","","",""
"1471111","12876","12876","12876","","","","0","0","0"
"1471412","12877","12877","12877","","","","12","12","12"
"1471482","12878","12878","12878","","","","0","0","0"
"1471614","12882","12882","12882","","","","11","11","11"
"1471633","12883","12883","12883","","","","0","0","0"
"1471744","12879","12879","12879","1","1","1","","",""
"1472633","12894","12894","12894","","","","0","0","0"
"1472744","12884","12884","12884","0","0","0","","",""
"1473439","12885","12885","12885","0","0","0","","",""
"1473579","12895","12895","12895","11","11","11","","",""
"1473633","12906","12906","12906","","","","1","1","1"
"1473661","12896","12896","12896","11","11","11","","",""
"1473873","12897","12897","12897","0","0","0","","",""
"1474633","12917","12917","12917","","","","0","0","0"
"1474873","12907","12907","12907","0","0","0","","",""
"1474973","12908","12908","12908","11","11","11","","",""
"1475633","12927","12927","12927","","","","0","0","0"
"1475973","12918","12918","12918","0","0","0","","",""
"1476090","12919","12919","12919","0","0","0","","",""
"1476633","12932","12932","12932","","","","0","0","0"
"1477090","12928","12928","12928","0","0","0","","",""
"1477633","12937","12937","12937","","","","0","0","0"
"1478090","12933","12933","12933","0","0","0","","",""
"1478633","12938","12938","12938","","","","0","0","0"
"1478781","12939","12939","12939","0","0","0","","",""
"1479414","12947","12947","12947","","","","11","11","11"
"1479781","12948","12948","12948","0","0","0","","",""
"1479919","12949","12949","12949","0","0","0","","",""
"1480117","12950","12950","12950","11","11","11","","",""
"1480229","12951","12951","12951","0","0","0","","",""
"1480414","12960","12960","12960","","","","0","0","0"
"1480916","12961","12961","12961","0","0","0","","",""
"1480965","12962","12962","12962","0","0","0","","",""
"1481066","12963","12963","12963","11","11","11","","",""
"1481149","12964","12964","12964","11","11","11","","",""
"1481414","12973","12973","12973","","","","0","0","0"
"1481445","12974","12974","12974","","","","0","0","0"
"1482149","12975","12975","12975","0","0","0","","",""
"1482277","12976","12976","12976","0","0","0","","",""
"1482445","12985","12985","12985","","","","0","0","0"
"1483277","12986","12986","12986","0","0","0","","",""
"1483445","12995","12995","12995","","","","0","0","0"
"1484013","12996","12996","12996","0","0","0","","",""
"1484075","12997","12997","12997","0","0","0","","",""
"1484445","13003","13003","13003","","","","0","0","0"
"1485075","13004","13004","13004","0","0","0","","",""
"1485156","13013","13013","13013","","","","0","0","0"
"1486075","13014","13014","13014","0","0","0","","",""
"1486156","13020","13020","13020","","","","1","1","1"
"1487075","13021","13021","13021","0","0","0","","",""
"1487156","13027","13027","13027","","","","0","0","0"
"1487266","13022","13022","13022","0","0","0","","",""
"1487492","13023","13023","13023","0","0","0","","",""
"1487518","13024","13024","13024","0","0","0","","",""
"1488156","13037","13037","13037","","","","0","0","0"
"1488163","13038","13038","13038","","","","0","0","0"
"1488282","13039","13039","13039","","","","1","1","1"
"1488518","13028","13028","13028","0","0","0","","",""
"1489282","13044","13044","13044","","","","0","0","0"
"1489518","13040","13040","13040","0","0","0","","",""
"1490282","13051","13051","13051","","","","0","0","0"
"1490518","13045","13045","13045","0","0","0","","",""
"1491282","13061","13061","13061","","","","0","0","0"
"1491518","13052","13052","13052","0","0","0","","",""
"1492282","13072","13072","13072","","","","0","0","0"
"1492518","13062","13062","13062","0","0","0","","",""
"1492667","13063","13063","13063","0","0","0","","",""
"1493282","13079","13079","13079","","","","0","0","0"
"1493416","13080","13080","13080","","","","11","11","11"
"1493667","13073","13073","13073","0","0","0","","",""
"1494416","13087","13087","13087","","","","0","0","0"
"1494667","13081","13081","13081","0","0","0","","",""
"1495416","13097","13097","13097","","","","0","0","0"
"1495667","13088","13088","13088","0","0","0","","",""
"1496416","13107","13107","13107","","","","0","0","0"
"1496667","13098","13098","13098","0","0","0","","",""
"1497416","13114","13114","13114","","","","0","0","0"
"1497591","13115","13115","13115","","","","1","1","1"
"1497667","13108","13108","13108","0","0","0","","",""
"1498591","13122","13122","13122","","","","0","0","0"
"1498667","13116","13116","13116","0","0","0","","",""
"1499591","13134","13134","13134","","","","0","0","0"
"1499667","13123","13123","13123","0","0","0","","",""
"1499709","13124","13124","13124","0","0","0","","",""
"1499999","13125","13125","13125","0","0","0","","",""
"1500591","13138","13138","13138","","","","0","0","0"
"1500736","13139","13139","13139","","","","0","0","0"
"1500999","13135","13135","13135","0","0","0","","",""
"1501736","13149","13149","13149","","","","0","0","0"
"1501999","13140","13140","13140","0","0","0","","",""
"1502736","13159","13159","13159","","","","0","0","0"
"1502999","13150","13150","13150","1","1","1","","",""
"1503736","13166","13166","13166","","","","0","0","0"
"1503999","13160","13160","13160","0","0","0","","",""
"1504450","13167","13167","13167","0","0","0","","",""
"1504736","13176","13176","13176","","","","0","0","0"
"1505450","13177","13177","13177","0","0","0","","",""
"1505736","13183","13183","13183","","","","0","0","0"
"1506450","13184","13184","13184","0","0","0","","",""
"1506736","13193","13193","13193","","","","0","0","0"
"1507450","13194","13194","13194","0","0","0","","",""
"1507736","13203","13203","13203","","","","0","0","0"
"1508450","13204","13204","13204","0","0","0","","",""
"1508736","13213","13213","13213","","","","0","0","0"
"1508886","13214","13214","13214","","","","11","11","11"
"1509211","13215","13215","13215","","","","11","11","11"
"1509450","13216","13216","13216","0","0","0","","",""
"1510211","13219","13219","13219","","","","0","0","0"
"1510450","13220","13220","13220","0","0","0","","",""
"1510471","13221","13221","13221","0","0","0","","",""
"1511211","13227","13227","13227","","","","0","0","0"
"1511471","13228","13228","13228","0","0","0","","",""
"1512211","13237","13237","13237","","","","0","0","0"
"1512471","13238","13238","13238","0","0","0","","",""
"1513211","13248","13248","13248","","","","0","0","0"
"1513471","13239","13239","13239","0","0","0","","",""
"1514211","13258","13258","13258","","","","1","1","1"
"1514471","13249","13249","13249","0","0","0","","",""
"1514664","13268","13268","13268","","","","0","0","0"
"1514851","13269","13269","13269","","","","0","0","0"
"1515471","13259","13259","13259","0","0","0","","",""
"1515851","13278","13278","13278","","","","0","0","0"
"1516471","13270","13270","13270","0","0","0","","",""
"1516851","13286","13286","13286","","","","0","0","0"
"1517471","13279","13279","13279","1","1","1","","",""
"1517851","13293","13293","13293","","","","0","0","0"
"1518471","13287","13287","13287","0","0","0","","",""
"1518851","13300","13300","13300","","","","0","0","0"
"1519471","13294","13294","13294","0","0","0","","",""
"1519851","13310","13310","13310","","","","0","0","0"
"1520471","13301","13301","13301","0","0","0","","",""
"1520851","13320","13320","13320","","","","0","0","0"
"1521471","13311","13311","13311","0","0","0","","",""
"1521851","13330","13330","13330","","","","0","0","0"
"1522471","13321","13321","13321","0","0","0","","",""
"1522493","13322","13322","13322","0","0","0","","",""
"1522851","13340","13340","13340","","","","0","0","0"
"1523493","13331","13331","13331","0","0","0","","",""
"1523851","13350","13350","13350","","","","0","0","0"
"1524493","13341","13341","13341","0","0","0","","",""
"1524851","13360","13360","13360","","","","0","0","0"
"1525493","13351","13351","13351","0","0","0","","",""
"1525851","13371","13371","13371","","","","0","0","0"
"1526095","13361","13361","13361","11","11","11","","",""
"1526289","13362","13362","13362","11","11","11","","",""
"1526851","13378","13378","13378","","","","0","0","0"
"1526870","13379","13379","13379","","","","0","0","0"
"1527289","13372","13372","13372","0","0","0","","",""
"1527870","13389","13389","13389","","","","0","0","0"
"1527925","13390","13390","13390","","","","0","0","0"
"1528289","13380","13380","13380","0","0","0","","",""
"1528925","13399","13399","13399","","","","0","0","0"
"1529289","13391","13391","13391","0","0","0","","",""
"1529925","13410","13410","13410","","","","0","0","0"
"1530289","13400","13400","13400","0","0","0","","",""
"1530622","13401","13401","13401","0","0","0","","",""
"1530925","13417","13417","13417","","","","0","0","0"
"1531622","13411","13411","13411","0","0","0","","",""
"1531925","13428","13428","13428","","","","0","0","0"
"1532622","13418","13418","13418","0","0","0","","",""
"1532708","13419","13419","13419","11","11","11","","",""
"1532925","13429","13429","13429","","","","0","0","0"
"1533031","13440","13440","13440","","","","0","0","0"
"1533708","13430","13430","13430","0","0","0","","",""
"1533950","13431","13431","13431","11","11","11","","",""
"1534031","13450","13450","13450","","","","0","0","0"
"1534950","13441","13441","13441","0","0","0","","",""
"1535031","13457","13457","13457","","","","0","0","0"
"1535950","13451","13451","13451","0","0","0","","",""
"1536031","13465","13465","13465","","","","0","0","0"
"1536778","13458","13458","13458","0","0","0","","",""
"1536829","13459","13459","13459","0","0","0","","",""
"1537031","13475","13475","13475","","","","0","0","0"
"1537829","13466","13466","13466","0","0","0","","",""
"1538031","13476","13476","13476","","","","0","0","0"
"1538829","13477","13477","13477","0","0","0","","",""
"1539031","13486","13486","13486","","","","0","0","0"
"1539829","13487","13487","13487","0","0","0","","",""
"1539959","13488","13488","13488","11","11","11","","",""
"1540031","13498","13498","13498","","","","0","0","0"
"1540091","13489","13489","13489","11","11","11","","",""
"1540761","13499","13499","13499","0","0","0","","",""
"1541031","13507","13507","13507","","","","0","0","0"
"1541761","13508","13508","13508","0","0","0","","",""
"1542031","13517","13517","13517","","","","0","0","0"
"1542761","13518","13518","13518","0","0","0","","",""
"1543031","13527","13527","13527","","","","0","0","0"
"1543761","13528","13528","13528","0","0","0","","",""
"1543836","13529","13529","13529","1","1","1","","",""
"1544031","13538","13538","13538","","","","0","0","0"
"1544836","13539","13539","13539","0","0","0","","",""
"1545031","13545","13545","13545","","","","0","0","0"
"1545377","13546","13546","13546","0","0","0","","",""
"1546031","13555","13555","13555","","","","0","0","0"
"1546377","13556","13556","13556","0","0","0","","",""
"1547031","13565","13565","13565","","","","0","0","0"
"1547377","13566","13566","13566","0","0","0","","",""
"1548031","13574","13574","13574","","","","0","0","0"
"1548377","13575","13575","13575","0","0","0","","",""
"1549031","13584","13584","13584","","","","0","0","0"
"1549377","13585","13585","13585","0","0","0","","",""
"1549438","13594","13594","13594","","","","1","1","1"
"1550377","13595","13595","13595","0","0","0","","",""
"1550438","13604","13604","13604","","","","0","0","0"
"1551377","13605","13605","13605","0","0","0","","",""
