"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"1983210","76923","76923","76923","","","","10","10","10"
"1983387","76925","76925","76925","","","","10","10","10"
"1983469","76901","76901","76901","10","10","10","","",""
"1983580","76928","76928","76928","0","0","0","","",""
"1983660","76954","76954","76954","","","","0","0","0"
"1983722","76955","76955","76955","","","","10","10","10"
"1983854","76933","76933","76933","0","0","0","","",""
"1983866","76957","76957","76957","","","","10","10","10"
"1983951","76935","76935","76935","0","0","0","","",""
"1984070","76960","76960","76960","","","","10","10","10"
"1984077","76936","76936","76936","10","10","10","","",""
"1984100","76961","76961","76961","","","","0","0","0"
"1984145","76962","76962","76962","","","","0","0","0"
"1984251","76940","76940","76940","10","10","10","","",""
"1984338","76965","76965","76965","","","","10","10","10"
"1984388","76966","76966","76966","","","","0","0","0"
"1984418","76942","76942","76942","0","0","0","","",""
"1984469","76967","76967","76967","","","","10","10","10"
"1984547","76995","76995","76995","","","","0","0","0"
"1984632","76996","76996","76996","","","","10","10","10"
"1984685","76971","76971","76971","10","10","10","","",""
"1984872","76999","76999","76999","","","","10","10","10"
"1984889","76975","76975","76975","0","0","0","","",""
"1984904","77000","77000","77000","","","","0","0","0"
"1984985","76977","76977","76977","10","10","10","","",""
"1985064","77003","77003","77003","","","","10","10","10"
"1985098","76978","76978","76978","10","10","10","","",""
"1985110","77004","77004","77004","","","","0","0","0"
"1985140","77005","77005","77005","","","","0","0","0"
"1985318","76982","76982","76982","0","0","0","","",""
"1985350","77009","77009","77009","","","","0","0","0"
"1985548","77035","77035","77035","","","","0","0","0"
"1985785","77016","77016","77016","10","10","10","","",""
"1985831","77017","77017","77017","0","0","0","","",""
"1985879","77018","77018","77018","10","10","10","","",""
"1986009","77042","77042","77042","","","","0","0","0"
"1986056","77043","77043","77043","","","","10","10","10"
"1986151","77045","77045","77045","","","","0","0","0"
"1986326","77048","77048","77048","","","","10","10","10"
"1986372","77026","77026","77026","10","10","10","","",""
"1986450","77027","77027","77027","0","0","0","","",""
"1986680","77078","77078","77078","","","","0","0","0"
"1987107","77085","77085","77085","","","","10","10","10"
"1987111","77061","77061","77061","10","10","10","","",""
"1987237","77087","77087","77087","","","","0","0","0"
"1987287","77088","77088","77088","","","","0","0","0"
"1987327","77064","77064","77064","0","0","0","","",""
"1987626","77117","77117","77117","","","","0","0","0"
"1987757","77095","77095","77095","10","10","10","","",""
"1987831","77121","77121","77121","","","","10","10","10"
"1987940","77123","77123","77123","","","","0","0","0"
"1987970","77124","77124","77124","","","","0","0","0"
"1988197","77127","77127","77127","","","","10","10","10"
"1988243","77128","77128","77128","","","","0","0","0"
"1988463","77106","77106","77106","10","10","10","","",""
"1988610","77158","77158","77158","","","","10","10","10"
"1988641","77134","77134","77134","10","10","10","","",""
"1988797","77161","77161","77161","","","","0","0","0"
"1988867","77138","77138","77138","0","0","0","","",""
"1989001","77166","77166","77166","","","","0","0","0"
"1989095","77142","77142","77142","10","10","10","","",""
"1989138","77169","77169","77169","","","","10","10","10"
"1989282","77146","77146","77146","0","0","0","","",""
"1989303","77171","77171","77171","","","","10","10","10"
"1989329","77147","77147","77147","10","10","10","","",""
"1989364","77172","77172","77172","","","","10","10","10"
"1989376","77148","77148","77148","10","10","10","","",""
"1989425","77149","77149","77149","0","0","0","","",""
"1989574","77176","77176","77176","","","","10","10","10"
"1989731","77178","77178","77178","10","10","10","","",""
"1989920","77211","77211","77211","","","","0","0","0"
"1989967","77212","77212","77212","","","","10","10","10"
"1989998","77183","77183","77183","0","0","0","","",""
"1990057","77185","77185","77185","0","0","0","","",""
"1990093","77215","77215","77215","","","","10","10","10"
"1990106","77186","77186","77186","10","10","10","","",""
"1990140","77216","77216","77216","","","","10","10","10"
"1990215","77188","77188","77188","0","0","0","","",""
"1990360","77191","77191","77191","10","10","10","","",""
"1990546","77195","77195","77195","10","10","10","","",""
"1990577","77196","77196","77196","0","0","0","","",""
"1990588","77223","77223","77223","","","","10","10","10"
"1990636","77224","77224","77224","","","","10","10","10"
"1990992","77254","77254","77254","","","","10","10","10"
"1991042","77255","77255","77255","","","","0","0","0"
"1991156","77257","77257","77257","","","","10","10","10"
"1991187","77258","77258","77258","","","","0","0","0"
"1991234","77259","77259","77259","","","","10","10","10"
"1991271","77233","77233","77233","10","10","10","","",""
"1991281","77260","77260","77260","","","","10","10","10"
"1991399","77236","77236","77236","0","0","0","","",""
"1991766","77266","77266","77266","0","0","0","","",""
"1991779","77290","77290","77290","","","","10","10","10"
"1991831","77267","77267","77267","10","10","10","","",""
"1991917","77293","77293","77293","","","","0","0","0"
"1992140","77297","77297","77297","","","","0","0","0"
"1992282","77300","77300","77300","","","","0","0","0"
"1992568","77304","77304","77304","","","","10","10","10"
"1992681","77280","77280","77280","10","10","10","","",""
"1992853","77334","77334","77334","","","","10","10","10"
"1992884","77335","77335","77335","","","","0","0","0"
"1992904","77311","77311","77311","10","10","10","","",""
"1993013","77337","77337","77337","","","","0","0","0"
"1993271","77317","77317","77317","10","10","10","","",""
"1993472","77320","77320","77320","0","0","0","","",""
"1993678","77323","77323","77323","10","10","10","","",""
"1993737","77372","77372","77372","","","","0","0","0"
"1993849","77374","77374","77374","","","","10","10","10"
"1993926","77376","77376","77376","","","","0","0","0"
"1993956","77350","77350","77350","10","10","10","","",""
"1994004","77351","77351","77351","10","10","10","","",""
"1994134","77354","77354","77354","10","10","10","","",""
"1994260","77382","77382","77382","","","","0","0","0"
"1994338","77384","77384","77384","","","","10","10","10"
"1994413","77358","77358","77358","10","10","10","","",""
"1994465","77386","77386","77386","","","","10","10","10"
"1994495","77387","77387","77387","","","","0","0","0"
"1994506","77360","77360","77360","0","0","0","","",""
"1994567","77361","77361","77361","0","0","0","","",""
"1994598","77362","77362","77362","0","0","0","","",""
"1994755","77393","77393","77393","0","0","0","","",""
"1994768","77421","77421","77421","","","","10","10","10"
"1994880","77423","77423","77423","","","","10","10","10"
"1994911","77424","77424","77424","","","","0","0","0"
"1994975","77397","77397","77397","0","0","0","","",""
"1995024","77398","77398","77398","10","10","10","","",""
"1995039","77427","77427","77427","","","","10","10","10"
"1995118","77429","77429","77429","","","","0","0","0"
"1995166","77401","77401","77401","10","10","10","","",""
"1995403","77435","77435","77435","","","","10","10","10"
"1995531","77409","77409","77409","0","0","0","","",""
"1995638","77411","77411","77411","0","0","0","","",""
"1995777","77464","77464","77464","","","","0","0","0"
"1995860","77466","77466","77466","","","","0","0","0"
"1995971","77443","77443","77443","10","10","10","","",""
"1996083","77469","77469","77469","","","","10","10","10"
"1996130","77470","77470","77470","","","","10","10","10"
"1996247","77447","77447","77447","10","10","10","","",""
"1996483","77451","77451","77451","10","10","10","","",""
"1996513","77452","77452","77452","0","0","0","","",""
"1996535","77477","77477","77477","","","","10","10","10"
"1996575","77453","77453","77453","10","10","10","","",""
"1996622","77454","77454","77454","10","10","10","","",""
"1996958","77483","77483","77483","10","10","10","","",""
"1997109","77510","77510","77510","","","","10","10","10"
"1997238","77512","77512","77512","","","","0","0","0"
"1997251","77487","77487","77487","10","10","10","","",""
"1997395","77489","77489","77489","10","10","10","","",""
"1997441","77490","77490","77490","0","0","0","","",""
"1997584","77518","77518","77518","","","","10","10","10"
"1997610","77494","77494","77494","0","0","0","","",""
"1997650","77519","77519","77519","","","","0","0","0"
"1997706","77496","77496","77496","10","10","10","","",""
"1997753","77497","77497","77497","10","10","10","","",""
"1997814","77498","77498","77498","10","10","10","","",""
"1998298","77528","77528","77528","10","10","10","","",""
"1998479","77554","77554","77554","","","","10","10","10"
"1998488","77531","77531","77531","0","0","0","","",""
"1998540","77555","77555","77555","","","","0","0","0"
"1998617","77533","77533","77533","0","0","0","","",""
"1998618","77557","77557","77557","","","","0","0","0"
"1998698","77534","77534","77534","10","10","10","","",""
"1998795","77536","77536","77536","10","10","10","","",""
"1998846","77559","77559","77559","","","","0","0","0"
"1999008","77563","77563","77563","10","10","10","","",""
"1999071","77577.5","77564","77591","10","10","10","10","10","10"
"1999273","77594","77594","77594","","","","0","0","0"
"1999342","77568","77568","77568","10","10","10","","",""
"1999403","77596","77596","77596","","","","10","10","10"
"1999438","77570","77570","77570","10","10","10","","",""
"1999486","77571","77571","77571","10","10","10","","",""
"1999540","77598","77598","77598","","","","10","10","10"
"1999565","77572","77572","77572","10","10","10","","",""
"1999722","77576","77576","77576","0","0","0","","",""
"1999770","77577","77577","77577","0","0","0","","",""
"1999825","77602","77602","77602","","","","10","10","10"
"2000026","77605","77605","77605","10","10","10","","",""
"2000170","77608","77608","77608","10","10","10","","",""
"2000194","77629","77629","77629","","","","0","0","0"
"2000339","77631","77631","77631","","","","0","0","0"
"2000380","77610","77610","77610","0","0","0","","",""
"2000517","77633","77633","77633","","","","10","10","10"
"2000648","77635","77635","77635","","","","10","10","10"
"2000783","77615","77615","77615","0","0","0","","",""
"2001058","77641","77641","77641","0","0","0","","",""
"2001422","77670","77670","77670","","","","10","10","10"
"2001534","77672","77672","77672","","","","10","10","10"
"2001553","77649","77649","77649","10","10","10","","",""
"2001599","77673","77673","77673","","","","0","0","0"
"2001601","77650","77650","77650","10","10","10","","",""
"2001683","77651","77651","77651","0","0","0","","",""
"2002035","77706","77706","77706","","","","10","10","10"
"2002150","77708","77708","77708","","","","0","0","0"
"2002421","77713","77713","77713","","","","10","10","10"
"2002699","77718","77718","77718","","","","10","10","10"
"2002777","77719","77719","77719","","","","10","10","10"
"2002836","77694","77694","77694","10","10","10","","",""
"2002902","77695","77695","77695","10","10","10","","",""
"2003029","77724","77724","77724","0","0","0","","",""
"2003135","77752","77752","77752","","","","0","0","0"
"2003244","77755","77755","77755","","","","0","0","0"
"2003540","77760","77760","77760","","","","0","0","0"
"2003635","77761","77761","77761","","","","10","10","10"
"2003840","77764","77764","77764","","","","10","10","10"
"2004038","77766","77766","77766","0","0","0","","",""
"2004117","77767","77767","77767","10","10","10","","",""
"2004166","77768","77768","77768","10","10","10","","",""
"2004208","77796","77796","77796","","","","10","10","10"
"2004271","77797","77797","77797","","","","10","10","10"
"2004279","77770","77770","77770","10","10","10","","",""
"2004318","77798","77798","77798","","","","10","10","10"
"2004374","77772","77772","77772","10","10","10","","",""
"2004411","77800","77800","77800","","","","10","10","10"
"2004562","77776","77776","77776","10","10","10","","",""
"2004816","77808","77808","77808","","","","0","0","0"
"2004865","77809","77809","77809","","","","10","10","10"
"2005174","77814","77814","77814","0","0","0","","",""
"2005287","77816","77816","77816","0","0","0","","",""
"2005297","77841","77841","77841","","","","0","0","0"
